qstr_{reg61}.0{reg62}|{reg61}.0{reg62}
qstr_Servitium_Forensicum_Ha|Servitium Forensicum Hastati
qstr_Scottis_Clann|Scottis Clann
qstr_Gall_Òglaich_Spatha|Gall-Òglaich Spatharius
qstr_Gall_Òglaichean_Spa|Gall-Òglaichean Spathari
qstr_Gall_Òglaich_Axeman|Gall-Òglaich Axeman
qstr_Gall_Òglaichean_Axe|Gall-Òglaichean Axemen
qstr_Pedes_de_Cives|Pedes de Cives
qstr_Pedi_de_Cives|Pedi de Cives
qstr_Retrobannum_Pedes|Retrobannum Pedes
qstr_Vicanus_Sagittarius_|Vicanus Sagittarius Militaris
qstr_Vicani_Sagittarii_Mi|Vicani Sagittarii Militares
qstr_Vicanus_Sagittarius_M|Vicanus Sagittarius Militaris Veteranus
qstr_Vicani_Sagittarii_Mil|Vicani Sagittarii Militares Veterani
qstr_Oppidanus_Iaculator_|Oppidanus Iaculator Arcoballista Militaris
qstr_Oppidani_Iaculatoris|Oppidani Iaculatoris Acroballistae Militares
qstr_Oppidanus_Iaculator_A|Oppidanus Iaculator Arcoballista Militaris Veteranus
qstr_Oppidani_Iaculatoris_|Oppidani Iaculatoris Acroballistae Militares Veterani
qstr_Dux_Iaculator_Arcoba|Dux Iaculator Arcoballista Militaris
qstr_Duxes_Iaculatoris_Ar|Duxes Iaculatoris Arcoballista Militares
qstr_Oppidanus_Hastatus_M|Oppidanus Hastatus Militaris
qstr_Oppidani_Hastati_Mil|Oppidani Hastati Militares
qstr_Oppidanus_Hastatus_Mi|Oppidanus Hastatus Militaris Veteranus
qstr_Oppidani_Hastati_Mili|Oppidani Hastati Militares Veterani
qstr_Dux_Hastatus_Militari|Dux Hastatus Militaris
qstr_Duxes_Hastati_Militar|Duxes Hastati Militares
qstr_Oppidanus_Miles_Glad|Oppidanus Miles Gladius Portat Militaris
qstr_Oppidani_Milites_Gla|Oppidani Milites Gladii Portant Militares
qstr_Oppidanus_Miles_Gladi|Oppidanus Miles Gladius Portat Militaris Veteranus
qstr_Oppidani_Milites_Glad|Oppidani Milites Gladii Portant Militares Veterani
qstr_Dux_Miles_Gladius_Po|Dux Miles Gladius Portat Militaris
qstr_Duxes_Milites_Gladii|Duxes Milites Gladii Portant Militares
qstr_Miles_Pro_Communitas|Miles Pro Communitas
qstr_Milites_pro_Communit|Milites pro Communitas
qstr_Vicanus_Gisarme_Mili|Vicanus Gisarme Militaris
qstr_Vicani_Gisarme_Milit|Vicani Gisarme Militares
qstr_Vicanus_Gisarme_Milit|Vicanus Gisarme Militaris Veteranus
qstr_Vicani_Gisarme_Milita|Vicani Gisarme Militares Veterani
qstr_Dux_Gisarme_Militaris|Dux Gisarme Militaris
qstr_Duxes_Gisarme_Militar|Duxes Gisarme Militares
qstr_Servio_Eques|Servio Eques
qstr_Servimus_Equites|Servimus Equites
qstr_Homo_Armatus|Homo Armatus
qstr_Homines_Armati|Homines Armati
qstr_Armiger_Eques|Armiger Eques
qstr_Armigri_Equites|Armigri Equites
qstr_Fur|Fur
qstr_Fures|Fures
qstr_Latro|Latro
qstr_Latrones|Latrones
qstr_Peasant_Rebel|Peasant Rebel
qstr_Peasant_Rebels|Peasant Rebels
qstr_Rebellion_Leader|Rebellion Leader
qstr_Rebellion_Leaders|Rebellion Leaders
qstr_Bandit|Bandit
qstr_Bandits|Bandits
qstr_Brigand|Brigand
qstr_Brigands|Brigands
qstr_Latruncularius|Latruncularius
qstr_Latruncularii|Latruncularii
qstr_Silva_Sicarius|Silva Sicarius
qstr_Pirata|Pirata
qstr_Piratae|Piratae
qstr_Sicarius_Orientis|Sicarius Orientis
qstr_Sicarii_Orientis|Sicarii Orientis
qstr_Sicarius_Borealis|Sicarius Borealis
qstr_Sicarii_Borealis|Sicarii Borealis
qstr_Sicarius_Vastus|Sicarius Vastus
qstr_Sicarii_Vasti|Sicarii Vasti
qstr_Libertus__inf_|Libertus (inf)
qstr_Liberti__inf_|Liberti (inf)
qstr_Non_Didicit_Sagittari|Non Didicit Sagittarius (rng)
qstr_Non_Didicerunt_Sagitt|Non Didicerunt Sagittarii (rng)
qstr_Miles_Absolvitur__in|Miles Absolvitur (inf)
qstr_Milites_Absolvuntur_|Milites Absolvuntur (inf)
qstr_Machaerophorus_Milita|Machaerophorus Militaris Veteranus Absolvitur (inf)
qstr_Machaerophori_Militar|Machaerophori Militares Veterani Absolvuntur (inf)
qstr_Gisarme_Militaris_Abs|Gisarme Militaris Absolvitur (inf)
qstr_Gisarme_Militares_Abs|Gisarme Militares Absolvuntur (inf)
qstr_Hastatus_Militaris_Ab|Hastatus Militaris Absolvitur (inf)
qstr_Hastati_Militares_Abs|Hastati Militares Absolvuntur (inf)
qstr_Iaculator_Arcoballist|Iaculator Arcoballista Militaris Absolvitur (rng)
qstr_Iaculatoris_Acroballi|Iaculatoris Acroballistae Militares Absolvuntur (rng)
qstr_Sagittarius_Militaris|Sagittarius Militaris Absolvitur (rng)
qstr_Sagittari_Militares_A|Sagittari Militares Absolvuntur (rng)
qstr_Dux_Gisarme_Militaris_|Dux Gisarme Militaris Absolvitur (inf)
qstr_Duxes_Gisarme_Militare|Duxes Gisarme Militares Absolvuntur (inf)
qstr_Dux_Machaerophorus_Mi|Dux Machaerophorus Militaris Absolvitur (inf)
qstr_Duxes_Machaerophori_M|Duxes Machaerophori Militares Absolvuntur (inf)
qstr_Dux_Hastatus_Militaris|Dux Hastatus Militaris Absolvitur (inf)
qstr_Duxes_Hastati_Militare|Duxes Hastati Militares Absolvuntur (inf)
qstr_Dux_Iaculator_Militar|Dux Iaculator Militaris Absolvitur (rng)
qstr_Duxes_Iaculatoris_Mil|Duxes Iaculatoris Militares Absolvuntur (rng)
qstr_Eques_Absolvitur__ca|Eques Absolvitur (cav)
qstr_Equites_Absolvuntur_|Equites Absolvuntur (cav)
qstr_Armatus_Eques_Absolvi|Armatus Eques Absolvitur (cav)
qstr_Armati_Equites_Absolv|Armati Equites Absolvuntur (cav)
qstr_Armiger_Eques_Absolvi|Armiger Eques Absolvitur (cav)
qstr_Armigri_Equites_Absol|Armigri Equites Absolvuntur (cav)
qstr_Nobilitas_Eques_Vehit|Nobilitas Eques Vehitur (cav)
qstr_Nobiliti_Equites_Vehu|Nobiliti Equites Vehuntur (cav)
qstr_Jund_Al_Siqilliyya_Ram|Jund Al-Siqilliyya Rami (rng)
qstr_Jund_Al_Siqilliyya_Rum|Jund Al-Siqilliyya Rumat (rng)
qstr_Khassakiyya_Al_Siqilli|Khassakiyya Al-Siqilliyya Rami (rng)
qstr_Khassakiyya_Al_Siqilliy|Khassakiyya Al-Siqilliyya Rumat (rng)
qstr_Jund_Al_Siqilliyya_Fa|Jund Al-Siqilliyya Faris (cav)
qstr_Khassakiya_Al_Siqilliy|Khassakiya Al-Siqilliyya Faris (cav)
qstr_Jund_Al_Siqilliyya_Raj|Jund Al-Siqilliyya Rajjala (inf)
qstr_Khassakiya_Al_Siqilliyy|Khassakiya Al-Siqilliyya Rajjala (inf)
qstr_Hasham_Al_Zanata_Fari|Hasham Al-Zanata Faris (cav)
qstr_Hasham_Al_Maghrib_Raj|Hasham Al-Maghrib Rajjala (inf)
qstr_Brabantine_Iaculator_|Brabantine Iaculator Arcoballista (rng)
qstr_Brabantine_Iaculatoris|Brabantine Iaculatoris Arcoballistae (rng)
qstr_Brabantine_Hastatus_M|Brabantine Hastatus Militaris (inf)
qstr_Brabantine_Hastati_Mi|Brabantine Hastati Militares (inf)
qstr_Brabantine_Gisarme__|Brabantine Gisarme (inf)
qstr_Cymry_Saethydd__rng_|Cymry Saethydd (rng)
qstr_Kern_Solidarius__inf|Kern Solidarius (inf)
qstr_Kern_Solidari__inf_|Kern Solidari (inf)
qstr_Almogabar__rng_|Almogabar (rng)
qstr_Almogabars__rng_|Almogabars (rng)
qstr_Cuman_Tribesman__cav|Cuman Tribesman (cav)
qstr_Cuman_Tribesmen__cav|Cuman Tribesmen (cav)
qstr_Cuman_Skirmisher__ca|Cuman Skirmisher (cav)
qstr_Cuman_Skirmishers__c|Cuman Skirmishers (cav)
qstr_Cuman_Horseman__cav_|Cuman Horseman (cav)
qstr_Cuman_Horsemen__cav_|Cuman Horsemen (cav)
qstr_Cuman_Horse_Archer__|Cuman Horse Archer (cav)
qstr_Cuman_Horse_Archers_|Cuman Horse Archers (cav)
qstr_Cuman_Veteran_Horse_Ar|Cuman Veteran Horse Archer (cav)
qstr_Cuman_Veteran_Horse_Arc|Cuman Veteran Horse Archers (cav)
qstr_Cuman_Lancer__cav_|Cuman Lancer (cav)
qstr_Cuman_Lancers__cav_|Cuman Lancers (cav)
qstr_Cuman_Heavy_Lancer__|Cuman Heavy Lancer (cav)
qstr_Cuman_Heavy_Lancers_|Cuman Heavy Lancers (cav)
qstr_Gall_Gaedhil_Hastatus|Gall-Gaedhil Hastatus (inf)
qstr_Gall_Gaedhil_Hastati_|Gall-Gaedhil Hastati (inf)
qstr_Gall_Gaedhil_Spathariu|Gall-Gaedhil Spatharius (inf)
qstr_Gall_Gaedhil_Spathari_|Gall-Gaedhil Spathari (inf)
qstr_Gall_Gaedhil_Tuanaght|Gall-Gaedhil Tuanaghta (inf)
qstr_Gall_Oglaich_Spathariu|Gall-Oglaich Spatharius (inf)
qstr_Gall_Oglaich_Spathari_|Gall-Oglaich Spathari (inf)
qstr_Gall_Oglaich_Tuanaght|Gall-Oglaich Tuanaghta (inf)
qstr_Turcopole__cav_|Turcopole (cav)
qstr_Turcopoles__cav_|Turcopoles (cav)
qstr_Dux_Ordo_Templique_Salomoni|Dux Ordo Templique Salomonis Iaculator arcoballista (rng)
qstr_Duxes_Ordo_Templique_Sa|Duxes Ordo Templique Salomonis Iaculatoris acroballistae (rng)
qstr_Dux_Ordo_Templique_Salomonis|Dux Ordo Templique Salomonis Machaerophorus militaris (inf)
qstr_Dux_Ordo_Templique_Salomonis_|Dux Ordo Templique Salomonis Salomonis Machaerophori militares (inf)
qstr_Dux_Ordo_Templique_Salomonis_H|Dux Ordo Templique Salomonis Hastatus (inf)
qstr_Duxes_Ordo_Templique_Sal|Duxes Ordo Templique Salomonis Hastati (inf)
qstr_Dux_Ordo_Templique_Salomonis_a|Dux Ordo Templique Salomonis armiger Eques (cav)
qstr_Duxes_Ordo_Templique_Salo|Duxes Ordo Templique Salomonis armigri Equites (cav)
qstr_Dux_Ordo_Templique_Salomonis_M|Dux Ordo Templique Salomonis Miles nobilitas (cav)
qstr_Dux_Ordo_Templique_Salomonis_Mi|Dux Ordo Templique Salomonis Milites nobiliti (cav)
qstr_Dux_Ordo_sancti_Johannis_Ma|Dux Ordo sancti Johannis Machaerophorus militaris (inf)
qstr_Duxes_Ordo_sancti_Joha|Duxes Ordo sancti Johannis Machaerophori militares (inf)
qstr_Dux_Ordo_sancti_Johannis_H|Dux Ordo sancti Johannis Hastatus militaris (inf)
qstr_Dux_Ordo_sancti_Johannis_Ha|Dux Ordo sancti Johannis Hastati militares (inf)
qstr_Dux_Ordo_sancti_Johannis_I|Dux Ordo sancti Johannis Iaculator Arcoballista (rng)
qstr_Duxes_Ordo_sancti_Johan|Duxes Ordo sancti Johannis Iaculatoris Arcoballistae (rng)
qstr_Dux_Ordo_sancti_Johannis_a|Dux Ordo sancti Johannis armiger Eques (cav)
qstr_Dux_Ordo_sancti_Johannis_ar|Dux Ordo sancti Johannis armigri Equites (cav)
qstr_Dux_Ordo_sancti_Johannis_Mil|Dux Ordo sancti Johannis Miles nobilitas (cav)
qstr_Dux_Ordo_sancti_Johannis_Mili|Dux Ordo sancti Johannis Milites nobiliti (cav)
qstr_mercenaries_end__cav|mercenaries end (cav)
qstr_Baltischer_Dorfbewohn|Baltischer Dorfbewohner (inf)
qstr_Baltische_Dorfbewohne|Baltische Dorfbewohner (inf)
qstr_Gintus__rng_|Gintus (rng)
qstr_Kareusnikis__rng_|Kareusnikis (rng)
qstr_Kareusniku__rng_|Kareusniku (rng)
qstr_Turkopol__cav_|Turkopol (cav)
qstr_Turkopolen__cav_|Turkopolen (cav)
qstr_Deutscher_Siedler__i|Deutscher Siedler (inf)
qstr_Deutsche_Siedler__in|Deutsche Siedler (inf)
qstr_Deutschordens_Guisarmi|Deutschordens-Guisarmier (inf)
qstr_Deutschordens_Guisarmie|Deutschordens-Guisarmiere (inf)
qstr_Deutschordens_Sergent__|Deutschordens-Sergent (inf)
qstr_Deutschordens_Sergenten|Deutschordens-Sergenten (inf)
qstr_Deutschordens_Sariantb|Deutschordens-Sariantbruder zu Fuß (inf)
qstr_Deutschordens_Sariantbr|Deutschordens-Sariantbrüder zu Fuß (inf)
qstr_Deutscher_Heerbann_Fu|Deutscher Heerbann-Fußsoldat (inf)
qstr_Deutsche_Heerbann_Fu�|Deutsche Heerbann-Fußsoldaten (inf)
qstr_Deutscher_Bürger_Spe|Deutscher Bürger-Speerträger (inf)
qstr_Deutsche_Bürger_Spee|Deutsche Bürger-Speeträger (inf)
qstr_Deutschordens_Speerträ|Deutschordens-Speerträger (inf)
qstr_Deutschordens_Speerträg|Deutschordens-Speerträger-Veteran (inf)
qstr_Deutschordens_Speerträge|Deutschordens-Speerträger-Veteranen (inf)
qstr_Deutscher_Bürger_Arm|Deutscher Bürger-Armbrustschütze (rng)
qstr_Deutsche_Bürger_Armb|Deutsche Bürger-Armbrustschützen (rng)
qstr_Deutschordens_Armbrustsc|Deutschordens-Armbrustschütze (rng)
qstr_Deutschordens_Armbrustsch|Deutschordens-Armbrustschützen (rng)
qstr_Deutschordens_Armbrustsch�|Deutschordens-Armbrustschützen-Veteran (rng)
qstr_Deutschordens_Armbrustschü|Deutschordens-Armbrustschützen-Veteranen (rng)
qstr_Deutschordens_Knecht_|Deutschordens-Knecht (cav)
qstr_Deutschordens_Knechte_|Deutschordens-Knechte (cav)
qstr_Deutschordens_Sergent_z|Deutschordens-Sergent zu Pferd (cav)
qstr_Deutschordens_Sergenten_|Deutschordens-Sergenten zu Pferd (cav)
qstr_Deutschordens_Halbbru|Deutschordens-Halbbruder (cav)
qstr_Deutschordens_Halbbrü|Deutschordens-Halbbrüder (cav)
qstr_Deutschordens_Ritterbr|Deutschordens-Ritterbruder (cav)
qstr_Deutschordens_Ritterbr�|Deutschordens-Ritterbrüder (cav)
qstr_Shiine_Gishuun__cav_|Shiine Gishuun (cav)
qstr_Budagch__cav_|Budagch (cav)
qstr_Duulgat__cav_|Duulgat (cav)
qstr_Num_Kharvaach__cav_|Num Kharvaach (cav)
qstr_Mergen_Kharvaach__ca|Mergen Kharvaach (cav)
qstr_Khuiagt_Cereg__cav_|Khuiagt Cereg (cav)
qstr_Ba_atur__cav_|Ba'atur (cav)
qstr_Selyanin__inf_|Selyanin (inf)
qstr_Selyani__inf_|Selyani (inf)
qstr_Darvar_Strelets__rng|Darvar Strelets (rng)
qstr_Darvari_Streltsi__rn|Darvari Streltsi (rng)
qstr_Naimnij_Strelets__rn|Naimnij Strelets (rng)
qstr_Naimnije_Streltsi__r|Naimnije Streltsi (rng)
qstr_Opitnij_Naimnij_Strel|Opitnij Naimnij Strelets (rng)
qstr_Opitnije_Naimnije_Str|Opitnije Naimnije Streltsi (rng)
qstr_Darvar_Peshak__inf_|Darvar Peshak (inf)
qstr_Darvari_Peshatsi__in|Darvari Peshatsi (inf)
qstr_Naimnij_Sekironosets_|Naimnij Sekironosets (inf)
qstr_Naimnije_Sekironostsi|Naimnije Sekironostsi (inf)
qstr_Naimnij_Peshak__inf_|Naimnij Peshak (inf)
qstr_Naimnije_Peshatsi__i|Naimnije Peshatsi (inf)
qstr_Opitnij_Naimnij_Pesha|Opitnij Naimnij Peshak (inf)
qstr_Opitnije_Naimnije_Pes|Opitnije Naimnije Peshatsi (inf)
qstr_Akrit__rng_|Akrit (rng)
qstr_Akriti__rng_|Akriti (rng)
qstr_Opitnij_Akrit__rng_|Opitnij Akrit (rng)
qstr_Opitnije_Akriti__rng|Opitnije Akriti (rng)
qstr_Grazhdanin__inf_|Grazhdanin (inf)
qstr_Grazhdanije__inf_|Grazhdanije (inf)
qstr_Gradski_Koppijnik__i|Gradski Koppijnik (inf)
qstr_Gradskije_Kopijniki_|Gradskije Kopijniki (inf)
qstr_Gradskij_Opitnij_Kopi|Gradskij Opitnij Kopijnik (inf)
qstr_Gradskije_Opitnije_Ko|Gradskije Opitnije Kopijniki (inf)
qstr_Shtitonosets_Kopijnik|Shtitonosets Kopijnik (inf)
qstr_Shtitonosetsi_Kopijni|Shtitonosetsi Kopijniki (inf)
qstr_Gradskij_Strelets__r|Gradskij Strelets (rng)
qstr_Gradskije_Streletsi_|Gradskije Streletsi (rng)
qstr_Opitnij_Gradskij_Stre|Opitnij Gradskij Strelets (rng)
qstr_Opitnije_Gradskije_St|Opitnije Gradskije Streltsi (rng)
qstr_Shtitonosets_Strelets|Shtitonosets Strelets (rng)
qstr_Shtitonostsi_Streltsi|Shtitonostsi Streltsi (rng)
qstr_Voi_Konnik__cav_|Voi Konnik (cav)
qstr_Voie_Konniki__cav_|Voie Konniki (cav)
qstr_Oklopnik__cav_|Oklopnik (cav)
qstr_Oklopniki__cav_|Oklopniki (cav)
qstr_Vitez__cav_|Vitez (cav)
qstr_Vityazi__cav_|Vityazi (cav)
qstr_Boyar__cav_|Boyar (cav)
qstr_Boyari__cav_|Boyari (cav)
qstr_Smerd__inf_|Smerd (inf)
qstr_Smerdy__inf_|Smerdy (inf)
qstr_Kmet__inf_|Kmet (inf)
qstr_Kmeti__inf_|Kmeti (inf)
qstr_Oruyeborets__inf_|Oruyeborets (inf)
qstr_Oruyebortsi__inf_|Oruyebortsi (inf)
qstr_Stariy_Oruyeborets__|Stariy Oruyeborets (inf)
qstr_Stariye_Oruyebortsi_|Stariye Oruyebortsi (inf)
qstr_Okhotnik__rng_|Okhotnik (rng)
qstr_Okhotniki__rng_|Okhotniki (rng)
qstr_Luchnik__rng_|Luchnik (rng)
qstr_Luchniki__rng_|Luchniki (rng)
qstr_Zastrelshik__rng_|Zastrelshik (rng)
qstr_Zastrelshiki__rng_|Zastrelshiki (rng)
qstr_Opolchenets__inf_|Opolchenets (inf)
qstr_Opolchentsi__inf_|Opolchentsi (inf)
qstr_Peshets__inf_|Peshets (inf)
qstr_Peshtsi__inf_|Peshtsi (inf)
qstr_Ratnik__inf_|Ratnik (inf)
qstr_Ratniki__inf_|Ratniki (inf)
qstr_Voin__inf_|Voin (inf)
qstr_Voini__inf_|Voini (inf)
qstr_Kopienosets__inf_|Kopienosets (inf)
qstr_Kopienostsi__inf_|Kopienostsi (inf)
qstr_Pantsirniy_Kopienoset|Pantsirniy Kopienosets (inf)
qstr_Pantsirniye_Kopienost|Pantsirniye Kopienostsi (inf)
qstr_Vsadnik__cav_|Vsadnik (cav)
qstr_Vsadniki__cav_|Vsadniki (cav)
qstr_Otrok__cav_|Otrok (cav)
qstr_Otroki__cav_|Otroki (cav)
qstr_Druzhinnik__cav_|Druzhinnik (cav)
qstr_Druzhinniki__cav_|Druzhinniki (cav)
qstr_Boyarin__cav_|Boyarin (cav)
qstr_Boyariye__cav_|Boyariye (cav)
qstr_Húskarl__inf_|Húskarl (inf)
qstr_Húskarlar__inf_|Húskarlar (inf)
qstr_Býjarmaður__inf_|Býjarmaður (inf)
qstr_Býjarmenn__inf_|Býjarmenn (inf)
qstr_Hermaður__inf_|Hermaður (inf)
qstr_Hermenn__inf_|Hermenn (inf)
qstr_Þaulreyndur_Hermaðu|Þaulreyndur Hermaður (inf)
qstr_Þaulreyndur_Hermenn_|Þaulreyndur Hermenn (inf)
qstr_Brynvarinn_Hermaður_|Brynvarinn Hermaður (inf)
qstr_Brynvarinn_Hermenn__|Brynvarinn Hermenn (inf)
qstr_Hirðmaður__inf_|Hirðmaður (inf)
qstr_Hirðmenn__inf_|Hirðmenn (inf)
qstr_Gestur__inf_|Gestur (inf)
qstr_Gestir__inf_|Gestir (inf)
qstr_Þaulreyndur_Gestur_|Þaulreyndur Gestur (inf)
qstr_Þaulreyndur_Gestir_|Þaulreyndur Gestir (inf)
qstr_Brynvarinn_Gestur__i|Brynvarinn Gestur (inf)
qstr_Brynvarinn_Gestir__i|Brynvarinn Gestir (inf)
qstr_Leiðangsmaður__inf|Leiðangsmaður (inf)
qstr_Leiðangsmenn__inf_|Leiðangsmenn (inf)
qstr_Þaulreyndur_Leiðangs|Þaulreyndur Leiðangsmaður (inf)
qstr_Þaulreyndur_Leiðangsm|Þaulreyndur Leiðangsmenn (inf)
qstr_Brynvarinn_Leiðangsma|Brynvarinn Leiðangsmaður (inf)
qstr_Brynvarinn_Leiðangsme|Brynvarinn Leiðangsmenn (inf)
qstr_Lasbogamaður__rng_|Lasbogamaður (rng)
qstr_Lasbogamenn__rng_|Lasbogamenn (rng)
qstr_Þaulreyndur_Lasbogama|Þaulreyndur Lasbogamaður (rng)
qstr_Þaulreyndur_Lasbogame|Þaulreyndur Lasbogamenn (rng)
qstr_Brynvarinn_Lasbogama�|Brynvarinn Lasbogamaður (rng)
qstr_Brynvarinn_Lasbogamen|Brynvarinn Lasbogamenn (rng)
qstr_Þaulreyndur_Bogamað|Þaulreyndur Bogamaður (rng)
qstr_Þaulreyndur_Bogamenn|Þaulreyndur Bogamenn (rng)
qstr_Brynvarinn_Bogamaður|Brynvarinn Bogamaður (rng)
qstr_Brynvarinn_Bogamenn_|Brynvarinn Bogamenn (rng)
qstr_Konúngsmaður__cav_|Konúngsmaður (cav)
qstr_Konúngsmenn__cav_|Konúngsmenn (cav)
qstr_Kertilsveinn__cav_|Kertilsveinn (cav)
qstr_Kertilsveinr__cav_|Kertilsveinr (cav)
qstr_Skútilsveinn__cav_|Skútilsveinn (cav)
qstr_Skútilsveinr__cav_|Skútilsveinr (cav)
qstr_Lendur_Maður__cav_|Lendur Maður (cav)
qstr_Lendir_Menn__cav_|Lendir Menn (cav)
qstr_Kaimynas__inf_|Kaimynas (inf)
qstr_Kaimynai__inf_|Kaimynai (inf)
qstr_Pėstininkas__inf_|Pėstininkas (inf)
qstr_Pėstininka__inf_|Pėstininka (inf)
qstr_Šaulys__rng_|Šaulys (rng)
qstr_Šiauliai__rng_|Šiauliai (rng)
qstr_Kirvininkas__inf_|Kirvininkas (inf)
qstr_Kirvininkai__inf_|Kirvininkai (inf)
qstr_Kirvininkas_Veteranas|Kirvininkas Veteranas (inf)
qstr_Kirvininkai_Veteranai|Kirvininkai Veteranai (inf)
qstr_Ietininkas__inf_|Ietininkas (inf)
qstr_Ietininkai__inf_|Ietininkai (inf)
qstr_Ietininkas_Veteranas_|Ietininkas Veteranas (inf)
qstr_Veteranai_Ietininkai_|Veteranai Ietininkai (inf)
qstr_Lankininkas__rng_|Lankininkas (rng)
qstr_Lankininkai__rng_|Lankininkai (rng)
qstr_Lankininkas_Veteranas|Lankininkas Veteranas (rng)
qstr_Veteranai_Lankininkai|Veteranai Lankininkai (rng)
qstr_Akstininkas___rng_|Akstininkas  (rng)
qstr_Akstininkai__rng_|Akstininkai (rng)
qstr_Akstininkas_Veteranas|Akstininkas Veteranas (rng)
qstr_Akstininkai_Veteranai|Akstininkai Veteranai (rng)
qstr_Mažasis_Bajoras__in|Mažasis Bajoras (inf)
qstr_Mažieji_Bajorai__in|Mažieji Bajorai (inf)
qstr_Raitas_Bajoras__cav_|Raitas Bajoras (cav)
qstr_Raiti_Bajorai__cav_|Raiti Bajorai (cav)
qstr_Raitas_Didysis_Bajora|Raitas Didysis Bajoras (cav)
qstr_Raiti_Didieji_Bajorai|Raiti Didieji Bajorai (cav)
qstr_Raitas_Didžiūnas__|Raitas Didžiūnas (cav)
qstr_Raiti_Didžiūnai__c|Raiti Didžiūnai (cav)
qstr_Bajoras__inf_|Bajoras (inf)
qstr_Bajorai__inf_|Bajorai (inf)
qstr_Didysis_Bajoras__inf|Didysis Bajoras (inf)
qstr_Didieji_Bajorai__inf|Didieji Bajorai (inf)
qstr_Didžiūnas__inf_|Didžiūnas (inf)
qstr_Didžiūnai__inf_|Didžiūnai (inf)
qstr_Awamm_Al_Magrib_Al_De|Awamm Al-Magrib Al-Dehat (inf)
qstr_Husud_Al_Barbar_Spearm|Husud Al-Barbar Spearman (inf)
qstr_Husud_Al_Barbar_Spearme|Husud Al-Barbar Spearmen (inf)
qstr_Mutatawwi_a_Al_Barbar_|Mutatawwi'a Al-Barbar Spearman (inf)
qstr_Mutatawwi_a_Al_Barbar_S|Mutatawwi'a Al-Barbar Spearmen (inf)
qstr_Husud_Al_Magribi_Fari|Husud Al-Magribi Faris (cav)
qstr_Muqatila_Al_Arabiyyun|Muqatila Al-Arabiyyun Faris (cav)
qstr_Shaykh_Al_Arabiyyun_K|Shaykh Al-Arabiyyun Khayl (cav)
qstr_Husud_Al_Barbar_Skirmi|Husud Al-Barbar Skirmisher (rng)
qstr_Husud_Al_Barbar_Skirmis|Husud Al-Barbar Skirmishers (rng)
qstr_Jabaliyya_Al_Barbar_Ja|Jabaliyya Al-Barbar Javelineer (rng)
qstr_Jabaliyya_Al_Barbar_Jav|Jabaliyya Al-Barbar Javelineers (rng)
qstr_Husud_Al_Barbar_Bowma|Husud Al-Barbar Bowman (rng)
qstr_Husud_Al_Barbar_Bowmen|Husud Al-Barbar Bowmen (rng)
qstr_Awamm_Al_Magrib_Al_Me|Awamm Al-Magrib Al-Medina (inf)
qstr_Jund_Al_Medina_Archer_|Jund Al-Medina Archer (rng)
qstr_Jund_Al_Medina_Archers|Jund Al-Medina Archers (rng)
qstr_Jund_Al_Andalusi_Cross|Jund Al-Andalusi Crossbowman (rng)
qstr_Jund_Al_Andalusi_Crossb|Jund Al-Andalusi Crossbowmen (rng)
qstr_Jund_Al_Medina_Footma|Jund Al-Medina Footman (inf)
qstr_Jund_Al_Medina_Footmen|Jund Al-Medina Footmen (inf)
qstr_Jund_Al_Andalusi_Footm|Jund Al-Andalusi Footman (inf)
qstr_Jund_Al_Andalusi_Footme|Jund Al-Andalusi Footmen (inf)
qstr_Kabila_Al_Barbar_Fari|Kabila Al-Barbar Faris (cav)
qstr_Murtaziqa_Al_Makhzan_|Murtaziqa Al-Makhzan Faris (cav)
qstr_Sharif_Al_Makhzan_Kha|Sharif Al-Makhzan Khayl (cav)
qstr_Awamm_Al_Mashriq__in|Awamm Al Mashriq (inf)
qstr_Mutatawwi_a_Infantry_|Mutatawwi'a Infantry (inf)
qstr_Fata_Al_Futuwwa_Infan|Fata Al-Futuwwa Infantry (inf)
qstr_Fityan_Al_Futuwwa_Inf|Fityan Al-Futuwwa Infantry (inf)
qstr_Jund_Al_Amir_Infantry|Jund Al-Amir Infantry (inf)
qstr_Ajnad_Al_Umara_Infant|Ajnad Al-Umara Infantry (inf)
qstr_Mutatawwi_a_Spearman_|Mutatawwi'a Spearman (inf)
qstr_Mutatawwi_a_Spearmen_|Mutatawwi'a Spearmen (inf)
qstr_Fata_Al_Futuwwa_Spear|Fata Al-Futuwwa Spearman (inf)
qstr_Fityan_Al_Futuwwa_Spe|Fityan Al-Futuwwa Spearmen (inf)
qstr_Jund_Al_Amir_Spearman|Jund Al-Amir Spearman (inf)
qstr_Ajnad_Al_Umara_Spearm|Ajnad Al-Umara Spearmen (inf)
qstr_Jund_Al_Amir_Faris__|Jund Al-Amir Faris (cav)
qstr_Ajnad_Al_Umara_Fursan|Ajnad Al-Umara Fursan (cav)
qstr_Jund_Al_Halqa_Faris_|Jund Al-Halqa Faris (cav)
qstr_Ajnad_Al_Halqa_Fursan|Ajnad Al-Halqa Fursan (cav)
qstr_Mutatawwi_a_Archer__|Mutatawwi'a Archer (rng)
qstr_Mutatawwi_a_Archers_|Mutatawwi'a Archers (rng)
qstr_Fata_Al_Futuwwa_Arche|Fata Al-Futuwwa Archer (rng)
qstr_Fityan_Al_Futuwwa_Arc|Fityan Al-Futuwwa Archers (rng)
