trp_multiplayer_profile_troop_male|联 机 男 性 玩 家 角 色 
trp_knight_26_5|帕 萨 瓦 男 爵，努 尔 利 的 爱 德 
trp_knight_26_5_pl|努 尔 利 的 爱 德 
trp_knight_26_6|马 塔 格 利 丰 男 爵，罗 西 埃 尔 的 高 瑟 
trp_knight_26_6_pl|罗 西 埃 尔 的 高 瑟 
trp_knight_26_7|卡 拉 维 塔 男 爵，陶 奈 的 奥 顿 
trp_knight_26_7_pl|陶 奈 的 奥 顿 
trp_knight_26_8|卡 里 塔 尼 亚 男 爵，布 吕 约 尔 的 高 弗 雷 
trp_knight_26_8_pl|布 吕 约 尔 的 高 弗 雷 
trp_knight_26_9|罗 马 尼 亚 元 帅，奥 诺 伊 亲 王 纪 尧 姆，卑 劣 者 
trp_knight_26_9_pl|奥 诺 伊 亲 王 纪 尧 姆，卑 劣 者 
trp_knight_26_10|伯 爵 科 法 罗 尼 亚，马 约· 沃 西 尼 
trp_knight_26_10_pl|马 约· 沃 西 尼 
trp_knight_27_1|特 拉 比 松 皇 帝，曼 努 埃 尔 一 世· 美 加 斯· 科 穆 宁 
trp_knight_27_1_pl|曼 努 埃 尔 一 世· 美 加 斯· 科 穆 宁 
trp_knight_27_2|亚 美 尼 亚 国 王，海 屯 一 世 
trp_knight_27_2_pl|海 屯 一 世 
trp_knight_27_3|罗 姆 苏 丹 国 的 塞 尔 柱 苏 丹，凯· 卡 兀 思 二 世 
trp_knight_27_3_pl|凯· 卡 兀 思 二 世 
trp_knight_27_4|阿 八 哈 那 颜 
trp_knight_27_4_pl|阿 八 哈 
trp_knight_27_5|贴 古 迭 儿 那 颜 
trp_knight_27_5_pl|贴 古 迭 儿 
trp_knight_27_6|珠 木 呼 儿 那 颜 
trp_knight_27_6_pl|珠 木 呼 儿 
trp_knight_27_7|亚 什 穆 特 那 颜 
trp_knight_27_7_pl|亚 什 穆 特 
trp_knight_27_8|拜 珠 那 颜 
trp_knight_27_8_pl|拜 珠 
trp_knight_27_9|基 特 不 哈 那 颜 
trp_knight_27_9_pl|基 特 不 哈 
trp_knight_27_10|蒙 哥· 帖 木 儿 那 颜 
trp_knight_27_10_pl|蒙 哥· 帖 木 儿 
trp_knight_27_11|塔 拉 盖 那 颜 
trp_knight_27_11_pl|塔 拉 盖 
trp_knight_27_12|图 答 儿 那 颜 
trp_knight_27_12_pl|图 答 儿 
trp_knight_27_13|巴 拉 该 那 颜 
trp_knight_27_13_pl|巴 拉 该 
trp_knight_27_14|不 哈· 帖 木 儿 那 颜 
trp_knight_27_14_pl|不 哈· 帖 木 儿 
trp_knight_27_15|考 开· 依 勒 该 那 颜 
trp_knight_27_15_pl|考 开· 依 勒 该 
trp_knight_28_1|阿 巴 斯 酋 长 
trp_knight_28_1_pl|阿 巴 斯 
trp_knight_28_2|阿 什 拉 夫 酋 长 
trp_knight_28_2_pl|阿 什 拉 夫 
trp_knight_28_3|彼 得 酋 长 
trp_knight_28_3_pl|彼 得 
trp_knight_28_4|扎 基 尔 酋 长 
trp_knight_28_4_pl|扎 基 尔 
trp_knight_28_5|法 基 尔 酋 长 
trp_knight_28_5_pl|法 基 尔 
trp_knight_28_6|法 里 赫 酋 长 
trp_knight_28_6_pl|法 里 赫 
trp_knight_28_7|法 特 赫 酋 长 
trp_knight_28_7_pl|法 特 赫 
trp_knight_28_8|贾 马 尔 酋 长 
trp_knight_28_8_pl|贾 马 尔 
trp_knight_28_9|哈 巴 卜 酋 长 
trp_knight_28_9_pl|哈 巴 卜 
trp_knight_28_10|穆 罕 默 德 酋 长 
trp_knight_28_10_pl|穆 罕 默 德 
trp_knight_28_11|哈 尼 夫 酋 长 
trp_knight_28_11_pl|哈 尼 夫 
trp_knight_28_12|哈 希 姆 酋 长 
trp_knight_28_12_pl|哈 希 姆 
trp_knight_28_13|哈 桑 酋 长 
trp_knight_28_13_pl|哈 桑 
trp_knight_28_14|伊 斯 迈 尔 酋 长 
trp_knight_28_14_pl|伊 斯 迈 尔 
trp_knight_28_15|贾 巴 拉 酋 长 
trp_knight_28_15_pl|贾 巴 拉 
trp_knight_29_1|赫 瓦 利 米 尔 茹 潘 
trp_knight_29_1_pl|赫 瓦 利 米 尔 
trp_knight_29_2|德 拉 格 斯 拉 夫 茹 潘 
trp_knight_29_2_pl|德 拉 格 斯 拉 夫 
trp_knight_29_3|斯 维 夫 拉 德 茹 潘 
trp_knight_29_3_pl|斯 维 夫 拉 德 
trp_knight_29_4|博 列 斯 拉 夫 茹 潘 
trp_knight_29_4_pl|博 列 斯 拉 夫 
trp_knight_29_5|图 盖 米 尔 茹 潘 
trp_knight_29_5_pl|图 盖 米 尔 
trp_knight_29_6|佩 特 里 斯 拉 夫 茹 潘 
trp_knight_29_6_pl|佩 特 里 斯 拉 夫 
trp_knight_29_7|米 罗 斯 拉 夫 茹 潘 
trp_knight_29_7_pl|米 罗 斯 拉 夫 
trp_knight_29_8|布 拉 尼 斯 拉 夫 茹 潘 
trp_knight_29_8_pl|布 拉 尼 斯 拉 夫 
trp_knight_29_9|拉 多 斯 拉 夫 茹 潘 
trp_knight_29_9_pl|拉 多 斯 拉 夫 
trp_knight_29_10|格 拉 多 斯 拉 夫 茹 潘 
trp_knight_29_10_pl|格 拉 多 斯 拉 夫 
trp_knight_30_1|基 里 尔 波 雅 尔 
trp_knight_30_1_pl|基 里 尔 
trp_knight_30_2|米 哈 伊 尔 波 雅 尔 
trp_knight_30_2_pl|米 哈 伊 尔 
trp_knight_30_3|阿 塔 纳 斯 波 雅 尔 
trp_knight_30_3_pl|阿 塔 纳 斯 
trp_knight_30_4|安 东 波 雅 尔 
trp_knight_30_4_pl|安 东 波 
trp_knight_30_5|阿 森 波 雅 尔 
trp_knight_30_5_pl|阿 森 
trp_knight_30_6|鲍 里 斯 波 雅 尔 
trp_knight_30_6_pl|鲍 里 斯 
trp_knight_30_7|鲍 里 斯 拉 夫 波 雅 尔 
trp_knight_30_7_pl|鲍 里 斯 拉 夫 
trp_knight_30_8|布 拉 尼 米 尔 波 雅 尔 
trp_knight_30_8_pl|布 拉 尼 米 尔 
trp_knight_30_9|德 拉 戈 米 尔 波 雅 尔 
trp_knight_30_9_pl|德 拉 戈 米 尔 
trp_knight_30_10|伊 利 亚 波 雅 尔 
trp_knight_30_10_pl|伊 利 亚 
trp_knight_31_1|穆 罕 默 德 酋 长 
trp_knight_31_1_pl|穆 罕 默 德 
trp_knight_31_2|艾 哈 迈 德 酋 长 
trp_knight_31_2_pl|艾 哈 迈 德 
trp_knight_31_3|阿 里 酋 长 
trp_knight_31_3_pl|阿 里 
trp_knight_31_4|易 卜 拉 辛 酋 长 
trp_knight_31_4_pl|易 卜 拉 辛 
trp_knight_31_5|叶 哈 雅 酋 长 
trp_knight_31_5_pl|叶 哈 雅 
trp_knight_31_6|乌 马 尔 酋 长 
trp_knight_31_6_pl|乌 马 尔 
trp_knight_31_7|伊 斯 哈 格 酋 长 
trp_knight_31_7_pl|伊 斯 哈 格 
trp_knight_31_8|萨 义 德 酋 长 
trp_knight_31_8_pl|萨 义 德 
trp_knight_31_9|贾 法 尔 酋 长 
trp_knight_31_9_pl|贾 法 尔 
trp_knight_31_10|阿 卜 杜 勒· 拉 赫 曼 酋 长 
trp_knight_31_10_pl|阿 卜 杜 勒· 拉 赫 曼 
trp_knight_31_11|伊 斯 梅 尔 酋 长 
trp_knight_31_11_pl|伊 斯 梅 尔 
trp_knight_31_12|苏 莱 曼 酋 长 
trp_knight_31_12_pl|苏 莱 曼 
trp_knight_31_13|尤 素 夫 酋 长 
trp_knight_31_13_pl|尤 素 夫 
trp_knight_31_14|萨 利 赫 酋 长 
trp_knight_31_14_pl|萨 利 赫 
trp_knight_31_15|叶 齐 德 酋 长 
trp_knight_31_15_pl|叶 齐 德 
trp_kingdom_2_pretender|道 曼 塔 斯 公 爵 
trp_kingdom_2_pretender_pl|道 曼 塔 斯 
trp_kingdom_4_pretender|Danish pretender placeholder
trp_kingdom_4_pretender_pl|Danish pretender placeholder
trp_kingdom_9_pretender|“格 温 内 思 领 主”格 鲁 福 德 的 卢 埃 林 
trp_kingdom_9_pretender_pl|格 鲁 福 德 的 卢 埃 林 
trp_kingdom_12_pretender|Norwegian pretender placeholder
trp_kingdom_12_pretender_pl|Norwegian pretender placeholder
trp_kingdom_13_pretender|“爱 尔 兰 的 正 义 审 判 者”奥 德 利 的 詹 姆 斯 
trp_kingdom_13_pretender_pl|奥 德 利 的 詹 姆 斯 
trp_knight_1_1_wife|Error - knight 1 1 wife should not appear in game
trp_knight_1_1_wife_pl|knight 1 1 wife
trp_kingdom_1_lady_1|安 娜 女 士 
trp_kingdom_1_lady_1_pl|安 娜 
trp_kingdom_1_lady_2|内 尔 达 女 士 
trp_kingdom_1_lady_2_pl|内 尔 达 
trp_kingdom_1_lady_3|贝 拉 女 士 
trp_kingdom_1_lady_3_pl|贝 拉 
trp_kingdom_1_lady_4|伊 莉 娜 女 士
trp_kingdom_1_lady_4_pl|伊 莉 娜 
trp_kingdom_l_lady_5|康 丝 坦 斯 女 士 
trp_kingdom_l_lady_5_pl|康 丝 坦 斯 
trp_kingdom_1_lady_6|薇 拉 女 士 
trp_kingdom_1_lady_6_pl|薇 拉 
trp_kingdom_1_lady_7|奥 贝 丽 娜 女 士 
trp_kingdom_1_lady_7_pl|奥 贝 丽 娜 
trp_kingdom_1_lady_8|蒂 贝 尔 女 士 
trp_kingdom_1_lady_8_pl|蒂 贝 尔 
trp_kingdom_1_lady_9|玛 嘉 女 士 
trp_kingdom_1_lady_9_pl|玛 嘉 
trp_kingdom_1_lady_10|特 朵 莎 女 士 
trp_kingdom_1_lady_10_pl|特 朵 莎 
trp_kingdom_1_lady_11|梅 丽 莎 女 士 
trp_kingdom_1_lady_11_pl|梅 丽 莎 
trp_kingdom_1_lady_12|伊 琳 娜 女 士 
trp_kingdom_1_lady_12_pl|伊 琳 娜 
trp_kingdom_l_lady_13|菲 兰 娜 女 士 
trp_kingdom_l_lady_13_pl|菲 兰 娜 
trp_kingdom_1_lady_14|佐 娜 黛 尔 女 士 
trp_kingdom_1_lady_14_pl|佐 娜 黛 尔 
trp_kingdom_1_lady_15|博 阿 迪 拉 女 士 
trp_kingdom_1_lady_15_pl|博 阿 迪 拉 
trp_kingdom_2_lady_1|奥 德 拉 女 士 
trp_kingdom_2_lady_1_pl|奥 德 拉 
trp_kingdom_2_lady_2|奥 什 拉 女 士 
trp_kingdom_2_lady_2_pl|奥 什 拉 
trp_kingdom_2_lady_3|比 鲁 特 女 士 
trp_kingdom_2_lady_3_pl|比 鲁 特 
trp_kingdom_2_lady_4|吉 艾 德 蕾 女 士 
trp_kingdom_2_lady_4_pl|吉 艾 德 蕾 
trp_kingdom_2_lady_5|金 塔 蕾 女 士 
trp_kingdom_2_lady_5_pl|金 塔 蕾 
trp_kingdom_2_lady_6|伊 爱 娃 女 士 
trp_kingdom_2_lady_6_pl|伊 爱 娃 
trp_kingdom_2_lady_7|莱 玛 女 士 
trp_kingdom_2_lady_7_pl|莱 玛 
trp_kingdom_2_lady_8|丽 姆 盖 莱 女 士 
trp_kingdom_2_lady_8_pl|丽 姆 盖 莱 
trp_kingdom_2_lady_9|莫 尔 塔 女 士 
trp_kingdom_2_lady_9_pl|莫 尔 塔 
trp_kingdom_2_lady_10|艾 格 莱 女 士 
trp_kingdom_2_lady_10_pl|艾 格 莱 
trp_kingdom_2_lady_11|嘉 碧 娅 女 士 
trp_kingdom_2_lady_11_pl|嘉 碧 娅 
trp_kingdom_2_lady_12|达 努 特 女 士 
trp_kingdom_2_lady_12_pl|达 努 特 
trp_kingdom_2_lady_13|米 尔 达 女 士 
trp_kingdom_2_lady_13_pl|米 尔 达 
trp_kingdom_2_lady_14|拉 莎 女 士 
trp_kingdom_2_lady_14_pl|拉 莎 
trp_kingdom_2_lady_15|丝 娃 约 内 女 士 
trp_kingdom_2_lady_15_pl|丝 娃 约 内 
trp_kingdom_3_lady_1|保 儿 该 女 士 
trp_kingdom_3_lady_1_pl|保 儿 该 
trp_kingdom_3_lady_2|图 安 女 士 
trp_kingdom_3_lady_2_pl|图 安 
trp_kingdom_3_lady_3|玛 赫 拉 兹 女 士 
trp_kingdom_3_lady_3_pl|玛 赫 拉 兹 
trp_kingdom_3_lady_4|阿 娅 苏 女 士 
trp_kingdom_3_lady_4_pl|阿 娅 苏 
trp_kingdom_3_lady_5|拉 雯 女 士 
trp_kingdom_3_lady_5_pl|拉 雯 
trp_kingdom_3_lady_6|露 哈 女 士 
trp_kingdom_3_lady_6_pl|露 哈 
trp_kingdom_3_lady_7|切 迪 娜 女 士 
trp_kingdom_3_lady_7_pl|切 迪 娜 
trp_kingdom_3_lady_8|凯 芙 拉 女 士 
trp_kingdom_3_lady_8_pl|凯 芙 拉 
trp_kingdom_3_lady_9|妮 尔 娃 兹 女 士 
trp_kingdom_3_lady_9_pl|妮 尔 娃 兹
trp_kingdom_3_lady_10|杜 勒 娃 女 士 
trp_kingdom_3_lady_10_pl|杜 勒 娃 
trp_kingdom_3_lady_11|赛 丽 科 女 士 
trp_kingdom_3_lady_11_pl|赛 丽 科 
trp_kingdom_3_lady_12|塔 拉 塔 女 士 
trp_kingdom_3_lady_12_pl|塔 拉 塔 
trp_kingdom_3_lady_13|雅 斯 琳 女 士 
trp_kingdom_3_lady_13_pl|雅 斯 琳 
trp_kingdom_3_lady_14|娜 德 哈 女 士 
trp_kingdom_3_lady_14_pl|娜 德 哈 
trp_kingdom_3_lady_15|泽 努 儿 女 士 
trp_kingdom_3_lady_15_pl|泽 努 儿 
trp_kingdom_3_lady_16|阿 儿 吉 丝 女 士 
trp_kingdom_3_lady_16_pl|阿 儿 吉 丝 
trp_kingdom_3_lady_17|阿 特 扎 汗 女 士 
trp_kingdom_3_lady_17_pl|阿 特 扎 汗 
trp_kingdom_3_lady_18|呼 塔 拉 女 士 
trp_kingdom_3_lady_18_pl|呼 塔 拉 
trp_kingdom_3_lady_19|辛 达 儿 女 士 
trp_kingdom_3_lady_19_pl|辛 达 儿 
trp_kingdom_3_lady_20|包 劳 儿 玛 女 士 
trp_kingdom_3_lady_20_pl|包 劳 儿 玛 
trp_kingdom_3_lady_21|奥 德 采 采 格 女 士 
trp_kingdom_3_lady_21_pl|奥 德 采 采 格 
trp_kingdom_3_lady_22|芭 娅 儿 玛 女 士 
trp_kingdom_3_lady_22_pl|芭 娅 儿 玛 
trp_kingdom_3_lady_23|巴 图 乐 琪 女 士 
trp_kingdom_3_lady_23_pl|巴 图 乐 琪 
trp_kingdom_3_lady_24|奥 云 碧 莱 格 女 士 
trp_kingdom_3_lady_24_pl|奥 云 碧 莱 格 
trp_kingdom_3_lady_25|包 劳 蕾 黛 内 女 士 
trp_kingdom_3_lady_25_pl|包 劳 蕾 黛 内 
trp_kingdom_4_lady_1|玛 格 丽 特· 德 罗 特 宁 女 士 
trp_kingdom_4_lady_1_pl|玛 格 丽 特· 德 罗 特 宁 
trp_kingdom_4_lady_2|米 艾 女 士 
trp_kingdom_4_lady_2_pl|米 艾 
trp_kingdom_4_lady_3|卓 娜 女 士 
trp_kingdom_4_lady_3_pl|卓 娜 
trp_kingdom_4_lady_4|纲 德 女 士 
trp_kingdom_4_lady_4_pl|纲 德 
trp_kingdom_4_lady_5|罗 卡 女 士 
trp_kingdom_4_lady_5_pl|罗 卡 
trp_kingdom_4_lady_6|波 瑞 女 士 
trp_kingdom_4_lady_6_pl|波 瑞 
trp_kingdom_4_lady_7|伊 瑞 女 士 
trp_kingdom_4_lady_7_pl|伊 瑞 
trp_kingdom_4_lady_8|英 格 芙 蕾 迪· 尼 尔 斯 多 特 女 士 
trp_kingdom_4_lady_8_pl|英 格 芙 蕾 迪· 尼 尔 斯 多 特 
trp_kingdom_4_lady_9|辛 德 女 士 
trp_kingdom_4_lady_9_pl|辛 德 
trp_kingdom_4_lady_10|波 美 拉 尼 亚 的 玛 格 瑞 特 女 士 
trp_kingdom_4_lady_10_pl|波 美 拉 尼 亚 的 玛 格 瑞 特 
trp_kingdom_4_lady_11|赫 亚 丝 女 士 
trp_kingdom_4_lady_11_pl|赫 亚 丝 
trp_kingdom_4_lady_12|瑟 希 莉· 尼 尔 斯 多 特 女 士 
trp_kingdom_4_lady_12_pl|瑟 希 莉· 尼 尔 斯 多 特 
trp_kingdom_4_lady_13|荷 尔 斯 泰 因 的 英 格 博 格 女 士 
trp_kingdom_4_lady_13_pl|荷 尔 斯 泰 因 的 英 格 博 格 
trp_kingdom_4_lady_14|卡 特 丽 女 士 
trp_kingdom_4_lady_14_pl|卡 特 丽 
trp_kingdom_4_lady_15|佩 特 尔 斯 多 特 的 “陌 生 人” 玛 丽 安 妮 女 士 
trp_kingdom_4_lady_15_pl|佩 特 尔 斯 多 特 的 “陌 生 人” 玛 丽 安 妮 
trp_kingdom_5_lady_1|博 格 达 娜 女 士 
trp_kingdom_5_lady_1_pl|博 格 达 娜 
trp_kingdom_5_lady_2|博 古 米 娃 女 士 
trp_kingdom_5_lady_2_pl|博 古 米 娃 
trp_kingdom_5_lady_3|博 莱 斯 瓦 女 士 
trp_kingdom_5_lady_3_pl|博 莱 斯 瓦 
trp_kingdom_5_lady_4|弗 丝 泽 波 拉 女 士 
trp_kingdom_5_lady_4_pl|弗 丝 泽 波 拉 
trp_kingdom_5_lady_5|拉 多 赫 娜 女 士 
trp_kingdom_5_lady_5_pl|拉 多 赫 娜 
trp_kingdom_5_lady_6|博 古 沃 拉 女 士 
trp_kingdom_5_lady_6_pl|博 古 沃 拉 
trp_kingdom_5_lady_7|博 莱 米 拉 女 士 
trp_kingdom_5_lady_7_pl|博 莱 米 拉 
trp_kingdom_5_lady_8|切 奇 拉 达 女 士 
trp_kingdom_5_lady_8_pl|切 奇 拉 达 
trp_kingdom_5_lady_9|多 布 拉 娃 女 士 
trp_kingdom_5_lady_9_pl|多 布 拉 娃 
trp_kingdom_5_lady_10|多 布 萝 格 涅 娃 女 士 
trp_kingdom_5_lady_10_pl|多 布 萝 格 涅 娃 
trp_kingdom_5_lady_11|多 布 萝 沃 娅 女 士 
trp_kingdom_5_lady_11_pl|多 布 萝 沃 娅 
trp_kingdom_5_lady_12|戈 德 琪 米 拉 女 士 
trp_kingdom_5_lady_12_pl|戈 德 琪 米 拉 
trp_kingdom_5_lady_13|伊 米 斯 瓦 娃 女 士 
trp_kingdom_5_lady_13_pl|伊 米 斯 瓦 娃 
trp_kingdom_5_lady_14|亚 萝 米 拉 女 士 
trp_kingdom_5_lady_14_pl|亚 萝 米 拉 
trp_kingdom_5_lady_15|卡 奇 梅 拉 女 士 
trp_kingdom_5_lady_15_pl|卡 奇 梅 拉 
trp_kingdom_6_lady_1|安 娜 女 士 
trp_kingdom_6_lady_1_pl|安 娜 
trp_kingdom_6_lady_2|内 尔 达 女 士 
trp_kingdom_6_lady_2_pl|内 尔 达 
trp_kingdom_6_lady_3|贝 拉 女 士 
trp_kingdom_6_lady_3_pl|贝 拉 
trp_kingdom_6_lady_4|艾 莉 娜 女 士 
trp_kingdom_6_lady_4_pl|艾 莉 娜 
trp_kingdom_6_lady_5|康 斯 坦 妮 丝 女 士 
trp_kingdom_6_lady_5_pl|康 斯 坦 妮 丝 
trp_kingdom_6_lady_6|薇 拉 女 士 
trp_kingdom_6_lady_6_pl|薇 拉 
trp_kingdom_6_lady_7|奥 贝 丽 娜 女 士 
trp_kingdom_6_lady_7_pl|奥 贝 丽 娜 
trp_kingdom_6_lady_8|蒂 芭 尔 女 士
trp_kingdom_6_lady_8_pl|蒂 芭 尔 
trp_kingdom_6_lady_9|玛 佳 女 士 
trp_kingdom_6_lady_9_pl|玛 佳 
trp_kingdom_6_lady_10|塞 朵 莎 女 士 
trp_kingdom_6_lady_10_pl|塞 朵 莎 
trp_kingdom_6_lady_11|梅 丽 莎 女 士 
trp_kingdom_6_lady_11_pl|梅 丽 莎 
trp_kingdom_6_lady_12|伊 瑞 娜 女 士 
trp_kingdom_6_lady_12_pl|伊 瑞 娜 
trp_kingdom_6_lady_13|菲 蕾 娜 女 士 
trp_kingdom_6_lady_13_pl|菲 蕾 娜 
trp_kingdom_6_lady_14|索 娜 德 尔 女 士 
trp_kingdom_6_lady_14_pl|索 娜 德 尔 
trp_kingdom_6_lady_15|鲍 迪 拉 女 士 
trp_kingdom_6_lady_15_pl|鲍 迪 拉 
trp_kingdom_6_lady_16|爱 莉 丝 女 士 
trp_kingdom_6_lady_16_pl|爱 莉 丝 
trp_kingdom_6_lady_17|约 翰 娜 女 士 
trp_kingdom_6_lady_17_pl|约 翰 娜 
trp_kingdom_6_lady_18|贝 尔 纳 蒂 丝 女 士 
trp_kingdom_6_lady_18_pl|贝 尔 纳 蒂 丝 
trp_kingdom_6_lady_19|恩 莉 卡 塔 女 士 
trp_kingdom_6_lady_19_pl|恩 莉 卡 塔 
trp_kingdom_6_lady_20|加 埃 塔 女 士 
trp_kingdom_6_lady_20_pl|加 埃 塔 
trp_kingdom_7_lady_1|奥 德 莉 恩 女 士 
trp_kingdom_7_lady_1_pl|奥 德 莉 恩 
trp_kingdom_7_lady_2|奥 吉 女 士 
trp_kingdom_7_lady_2_pl|奥 吉 
trp_kingdom_7_lady_3|艾 麦 舍 女 士 
trp_kingdom_7_lady_3_pl|艾 麦 舍 
trp_kingdom_7_lady_4|艾 妮 柯 女 士 
trp_kingdom_7_lady_4_pl|艾 妮 柯 
trp_kingdom_7_lady_5|多 洛 特 吉 奥 女 士 
trp_kingdom_7_lady_5_pl|多 洛 特 吉 奥 
trp_kingdom_7_lady_6|弗 露 日 伊 娜 女 士 
trp_kingdom_7_lady_6_pl|弗 露 日 伊 娜 
trp_kingdom_7_lady_7|琼 吉 女 士 
trp_kingdom_7_lady_7_pl|琼 吉 
trp_kingdom_7_lady_8|哈 伊 娜 尔 女 士 
trp_kingdom_7_lady_8_pl|哈 伊 娜 尔 
trp_kingdom_7_lady_9|伊 洛 娜 女 士 
trp_kingdom_7_lady_9_pl|伊 洛 娜 
trp_kingdom_7_lady_10|克 里 斯 蒂 娜 女 士 
trp_kingdom_7_lady_10_pl|克 里 斯 蒂 娜 
trp_kingdom_7_lady_11|玛 格 多 尔 娜 女 士 
trp_kingdom_7_lady_11_pl|玛 格 多 尔 娜 
trp_kingdom_7_lady_12|奥 尔 绍 尔 娅 女 士 
trp_kingdom_7_lady_12_pl|奥 尔 绍 尔 娅 
trp_kingdom_7_lady_13|奇 尔 拉 女 士 
trp_kingdom_7_lady_13_pl|奇 尔 拉 
trp_kingdom_7_lady_14|艾 奈 赫 女 士 
trp_kingdom_7_lady_14_pl|艾 奈 赫 
trp_kingdom_7_lady_15|弗 兰 琪 丝 卡 女 士 
trp_kingdom_7_lady_15_pl|弗 兰 琪 丝 卡 
trp_kingdom_8_lady_1|阿 廖 娜 女 士 
trp_kingdom_8_lady_1_pl|阿 廖 娜 
trp_kingdom_8_lady_2|阿 莉 娅 女 士 
trp_kingdom_8_lady_2_pl|阿 莉 娅 
trp_knight_8_lady_3|佳 莉 娜 女 士 
trp_knight_8_lady_3_pl|佳 莉 娜 
trp_knight_8_lady_4|伊 莉 娜 女 士 
trp_knight_8_lady_4_pl|伊 莉 娜 
trp_kingdom_8_lady_5|拉 丽 莎 女 士 
trp_kingdom_8_lady_5_pl|拉 丽 莎 
trp_kingdom_8_lady_6|Lady Ludmila
trp_kingdom_8_lady_6_pl|Ludmila
trp_kingdom_8_lady_7|Lady Natasha
trp_kingdom_8_lady_7_pl|Natasha
trp_kingdom_8_lady_8|Lady Svetlana
trp_kingdom_8_lady_8_pl|Svetlana
trp_kingdom_8_lady_9|Lady Tatyana
trp_kingdom_8_lady_9_pl|Tatyana
trp_kingdom_8_lady_10|Lady Zoya
trp_kingdom_8_lady_10_pl|Zoya
trp_lord_9_wife|普 罗 旺 斯 女 王 埃 莉 诺 
trp_lord_9_wife_pl|lord 9 wife{***}
trp_knight_9_1_wife|英 格 兰 公 主 埃 莉 诺 
trp_knight_9_1_wife_pl|knight 9 1 wife{***}
trp_knight_9_2_wife|“彭 布 罗 克 伯 爵 夫 人”慕 尼 黑 的 乔 安
trp_knight_9_2_wife_pl|knight 9 2 wife{***}
trp_knight_9_5_wife|莱 西 的 毛 德 女 士 
trp_knight_9_5_wife_pl|knight 9 5 wife{***}
trp_knight_9_6_wife|布 劳 瑟 的 毛 德 女 士 
trp_knight_9_6_wife_pl|knight 9 6 wife{***}
trp_knight_9_10_wife|吕 西 尼 昂 的 爱 丽 丝 女 士 
trp_knight_9_10_wife_pl|knight 9 10 wife{***}
trp_knight_9_12_wife|萨 伏 伊 的 阿 维 塔 女 士 
trp_knight_9_12_wife_pl|knight 9 12 wife{***}
trp_kingdom_9_lady_8|克 莱 拉 女 士 
trp_kingdom_9_lady_8_pl|克 莱 拉 
trp_kingdom_9_lady_9|克 里 斯 蒂 娜 女 士 
trp_kingdom_9_lady_9_pl|克 里 斯 蒂 娜 
trp_kingdom_9_lady_10|黛 安 娜 女 士 
trp_kingdom_9_lady_10_pl|黛 安 娜 
trp_kingdom_9_lady_11|伊 贝 塔 女 士 
trp_kingdom_9_lady_11_pl|伊 贝 塔 
trp_kingdom_9_lady_12|费 利 西 娅 女 士 
trp_kingdom_9_lady_12_pl|费 利 西 娅 
trp_kingdom_9_lady_13|海 伦 女 士 
trp_kingdom_9_lady_13_pl|海 伦 
trp_kingdom_9_lady_14|冈 尼 尔 德 女 士 
trp_kingdom_9_lady_14_pl|冈 尼 尔 德 
trp_kingdom_9_lady_15|居 诺 拉 女 士 
trp_kingdom_9_lady_15_pl|居 诺 拉 
trp_kingdom_9_lady_16|哈 森 特 女 士 
trp_kingdom_9_lady_16_pl|哈 森 特 
trp_kingdom_9_lady_17|伊 莎 贝 拉 女 士 
trp_kingdom_9_lady_17_pl|伊 莎 贝 拉 
trp_kingdom_9_lady_18|伊 索 尔 达 女 士 
trp_kingdom_9_lady_18_pl|伊 索 尔 达 
trp_kingdom_9_lady_19|马 蒂 尔 迪 丝 女 士 
trp_kingdom_9_lady_19_pl|马 蒂 尔 迪 丝 
trp_kingdom_9_lady_20|奎 妮 尔 女 士 
trp_kingdom_9_lady_20_pl|奎 妮 尔 
trp_kingdom_10_lady_1|阿 达 尔 嘉 迪 丝 女 士 
trp_kingdom_10_lady_1_pl|阿 达 尔 嘉 迪 丝 
trp_kingdom_10_lady_2|阿 德 莱 迪 丝 女 士 
trp_kingdom_10_lady_2_pl|阿 德 莱 迪 丝 
trp_kingdom_10_lady_3|阿 琳 女 士 
trp_kingdom_10_lady_3_pl|阿 琳 
trp_kingdom_10_lady_4|阿 德 莉 女 士 
trp_kingdom_10_lady_4_pl|阿 德 莉 
trp_kingdom_10_lady_5|阿 嘉 丝 女 士 
trp_kingdom_10_lady_5_pl|阿 嘉 丝 
trp_kingdom_10_lady_6|阿 莱 娜 女 士 
trp_kingdom_10_lady_6_pl|阿 莱 娜 
trp_kingdom_10_lady_7|卡 特 琳 女 士 
trp_kingdom_10_lady_7_pl|卡 特 琳 
trp_kingdom_10_lady_8|克 拉 莉 丝 女 士 
trp_kingdom_10_lady_8_pl|克 拉 莉 丝 
trp_kingdom_10_lady_9|达 内 女 士 
trp_kingdom_10_lady_9_pl|达 内 
trp_kingdom_10_lady_10|艾 德 莉 娜 女 士 
trp_kingdom_10_lady_10_pl|艾 德 莉 娜 
trp_kingdom_10_lady_11|埃 莱 娜 女 士 
trp_kingdom_10_lady_11_pl|埃 莱 娜 
trp_kingdom_10_lady_12|法 里 娜 女 士 
trp_kingdom_10_lady_12_pl|法 里 娜 
trp_kingdom_10_lady_13|弗 洛 里 耶 女 士 
trp_kingdom_10_lady_13_pl|弗 洛 里 耶 
trp_kingdom_10_lady_14|伊 莎 贝 洛 女 士 
