trp_multiplayer_profile_troop_male|联 机 男 性 玩 家 角 色 
trp_knight_26_1|Philip of Toucy{***}
trp_knight_26_1_pl|Philip of Toucy{***}
trp_knight_26_2|Guy I de la Roche, Lord of Athens{***}
trp_knight_26_2_pl|Guy I de la Roche{***}
trp_knight_26_3|Guillaume de Villehardouin, Prince of Achaea{***}
trp_knight_26_3_pl|Guillaume de Villehardouin{***}
trp_knight_26_4|Ubertino Pallavicini, Margrave of Bodonitsa{***}
trp_knight_26_4_pl|Ubertino Pallavicini{***}
trp_knight_26_5|Erard de Nully, Baron of Passava{***}
trp_knight_26_5_pl|Erard de Nully{***}
trp_knight_26_6|Gauthier de Rosieres, Baron of Matagrifon{***}
trp_knight_26_6_pl|Gauthier de Rosieres{***}
trp_knight_26_7|Othon de Tournay, Baron of Kalavryta{***}
trp_knight_26_7_pl|Othon de Tournay{***}
trp_knight_26_8|Geoffroy de Bruyeres, Baron of Karytaina{***}
trp_knight_26_8_pl|Geoffroy de Bruyeres{***}
trp_knight_26_9|Prince Guillaume on Vilain d'Aunoy, Marshal of Romania{***}
trp_knight_26_9_pl|Prince Guillaume on Vilain d'Aunoy{***}
trp_knight_26_10|Maio Orsini, Count of Kefalonia{***}
trp_knight_26_10_pl|Maio Orsini{***}
trp_knight_27_1|Manuel I Megas Komnenos, Emperor of Trebizond{***}
trp_knight_27_1_pl|Manuel I Megas Komnenos{***}
trp_knight_27_2|Hethum I, King of Armenia{***}
trp_knight_27_2_pl|Hethum I{***}
trp_knight_27_3|Kay Kawus II Seljuk Sultan of Rum{***}
trp_knight_27_3_pl|Kay Kawus II{***}
trp_knight_27_4|Abaqa Noyan{***}
trp_knight_27_4_pl|Abaqa{***}
trp_knight_27_5|Tekuder Noyan{***}
trp_knight_27_5_pl|Tekuder{***}
trp_knight_27_6|Jumqur Noyan{***}
trp_knight_27_6_pl|Jumqur{***}
trp_knight_27_7|Yashmut Noyan{***}
trp_knight_27_7_pl|Yashmut{***}
trp_knight_27_8|Baiju Noyan{***}
trp_knight_27_8_pl|Baiju{***}
trp_knight_27_9|Kitbuqa Noyan{***}
trp_knight_27_9_pl|Kitbuqa{***}
trp_knight_27_10|Mongke-Temur Noyan{***}
trp_knight_27_10_pl|Mongke-Temu{***}
trp_knight_27_11|Taraqai Noyan{***}
trp_knight_27_11_pl|Taraqai{***}
trp_knight_27_12|Tutar Noyan{***}
trp_knight_27_12_pl|Tutar{***}
trp_knight_27_13|Balaghai Noyan{***}
trp_knight_27_13_pl|Balaghai{***}
trp_knight_27_14|Buqa-Temur Noyan{***}
trp_knight_27_14_pl|Buqa-Temur{***}
trp_knight_27_15|Koke-Ilgei Noyan{***}
trp_knight_27_15_pl|Koke-Ilgei{***}
trp_knight_28_1|阿 巴 斯 酋 长 
trp_knight_28_1_pl|阿 巴 斯 
trp_knight_28_2|阿 什 拉 夫 酋 长 
trp_knight_28_2_pl|阿 什 拉 夫 
trp_knight_28_3|彼 得 酋 长 
trp_knight_28_3_pl|彼 得 
trp_knight_28_4|扎 基 尔 酋 长 
trp_knight_28_4_pl|扎 基 尔 
trp_knight_28_5|法 基 尔 酋 长 
trp_knight_28_5_pl|法 基 尔 
trp_knight_28_6|法 里 赫 酋 长 
trp_knight_28_6_pl|法 里 赫 
trp_knight_28_7|法 特 赫 酋 长 
trp_knight_28_7_pl|法 特 赫 
trp_knight_28_8|贾 马 尔 酋 长 
trp_knight_28_8_pl|贾 马 尔 
trp_knight_28_9|哈 巴 卜 酋 长 
trp_knight_28_9_pl|哈 巴 卜 
trp_knight_28_10|穆 罕 默 德 酋 长 
trp_knight_28_10_pl|穆 罕 默 德 
trp_knight_28_11|哈 尼 夫 酋 长 
trp_knight_28_11_pl|哈 尼 夫 
trp_knight_28_12|哈 希 姆 酋 长 
trp_knight_28_12_pl|哈 希 姆 
trp_knight_28_13|哈 桑 酋 长 
trp_knight_28_13_pl|哈 桑 
trp_knight_28_14|伊 斯 迈 尔 酋 长 
trp_knight_28_14_pl|伊 斯 迈 尔 
trp_knight_28_15|贾 巴 拉 酋 长 
trp_knight_28_15_pl|贾 巴 拉 
trp_knight_29_1|Zhupan Hvalimir{***}
trp_knight_29_1_pl|Hvalimir{***}
trp_knight_29_2|Zhupan Dragoslav{***}
trp_knight_29_2_pl|Dragoslav{***}
trp_knight_29_3|Zhupan Svevlad{***}
trp_knight_29_3_pl|Svevlad{***}
trp_knight_29_4|Zhupan Boleslav{***}
trp_knight_29_4_pl|Boleslav{***}
trp_knight_29_5|Zhupan Tugemir{***}
trp_knight_29_5_pl|Tugemir{***}
trp_knight_29_6|Zhupan Petrislav{***}
trp_knight_29_6_pl|Petrislav{***}
trp_knight_29_7|Zhupan Miroslav{***}
trp_knight_29_7_pl|Miroslav{***}
trp_knight_29_8|Zhupan Branislav{***}
trp_knight_29_8_pl|Branislav{***}
trp_knight_29_9|Zhupan Radoslav{***}
trp_knight_29_9_pl|Radoslav{***}
trp_knight_29_10|Zhupan Gradoslav{***}
trp_knight_29_10_pl|Gradoslav{***}
trp_knight_30_1|Boyar Kyril{***}
trp_knight_30_1_pl|Kyril{***}
trp_knight_30_2|Boyar Mihail{***}
trp_knight_30_2_pl|Mihail{***}
trp_knight_30_3|Boyar Atanas{***}
trp_knight_30_3_pl|Atanas{***}
trp_knight_30_4|Boyar Anton{***}
trp_knight_30_4_pl|Anton{***}
trp_knight_30_5|Boyar Asen{***}
trp_knight_30_5_pl|Asen{***}
trp_knight_30_6|Boyar Boris{***}
trp_knight_30_6_pl|Boris{***}
trp_knight_30_7|Boyar Borislav{***}
trp_knight_30_7_pl|Borislav{***}
trp_knight_30_8|Boyar Branimir{***}
trp_knight_30_8_pl|Branimir{***}
trp_knight_30_9|Boyar Dragomir{***}
trp_knight_30_9_pl|Dragomir{***}
trp_knight_30_10|Boyar Ilia{***}
trp_knight_30_10_pl|Ilia{***}
trp_knight_31_1|穆 罕 默 德 酋 长 
trp_knight_31_1_pl|穆 罕 默 德 
trp_knight_31_2|艾 哈 迈 德 酋 长 
trp_knight_31_2_pl|艾 哈 迈 德 
trp_knight_31_3|阿 里 酋 长 
trp_knight_31_3_pl|阿 里 
trp_knight_31_4|易 卜 拉 辛 酋 长 
trp_knight_31_4_pl|易 卜 拉 辛 
trp_knight_31_5|叶 哈 雅 酋 长 
trp_knight_31_5_pl|叶 哈 雅 
trp_knight_31_6|乌 马 尔 酋 长 
trp_knight_31_6_pl|乌 马 尔 
trp_knight_31_7|伊 斯 哈 格 酋 长 
trp_knight_31_7_pl|伊 斯 哈 格 
trp_knight_31_8|萨 义 德 酋 长 
trp_knight_31_8_pl|萨 义 德 
trp_knight_31_9|贾 法 尔 酋 长 
trp_knight_31_9_pl|贾 法 尔 
trp_knight_31_10|阿 卜 杜 勒· 拉 赫 曼 酋 长 
trp_knight_31_10_pl|阿 卜 杜 勒· 拉 赫 曼 
trp_knight_31_11|伊 斯 梅 尔 酋 长 
trp_knight_31_11_pl|伊 斯 梅 尔 
trp_knight_31_12|苏 莱 曼 酋 长 
trp_knight_31_12_pl|苏 莱 曼 
trp_knight_31_13|尤 素 夫 酋 长 
trp_knight_31_13_pl|尤 素 夫 
trp_knight_31_14|萨 利 赫 酋 长 
trp_knight_31_14_pl|萨 利 赫 
trp_knight_31_15|叶 齐 德 酋 长 
trp_knight_31_15_pl|叶 齐 德 
trp_kingdom_2_pretender|Kunigas Daumantas
trp_kingdom_2_pretender_pl|Daumantas
trp_kingdom_4_pretender|Danish pretender placeholder
trp_kingdom_4_pretender_pl|Danish pretender placeholder
trp_kingdom_9_pretender|Sir Llywelyn ap Gruffydd, Lord of Gwynedd
trp_kingdom_9_pretender_pl|Llywelyn ap Gruffydd
trp_kingdom_12_pretender|Norwegian pretender placeholder
trp_kingdom_12_pretender_pl|Norwegian pretender placeholder
trp_kingdom_13_pretender|Sir James de Audley, Justiciar of Ireland
trp_kingdom_13_pretender_pl|James de Audley
trp_knight_1_1_wife|Error - knight 1 1 wife should not appear in game
trp_knight_1_1_wife_pl|knight 1 1 wife
trp_kingdom_1_lady_1|安 娜 女 士 
trp_kingdom_1_lady_1_pl|安 娜 
trp_kingdom_1_lady_2|奈 尔 达 女 士 
trp_kingdom_1_lady_2_pl|奈 尔 达 
trp_kingdom_1_lady_3|Lady Bela{***}
trp_kingdom_1_lady_3_pl|Bela{***}
trp_kingdom_1_lady_4|易 琳 娜 女 士
trp_kingdom_1_lady_4_pl|易 琳 娜
trp_kingdom_l_lady_5|康 丝 坦 斯 女 士 
trp_kingdom_l_lady_5_pl|康 丝 坦 斯 
trp_kingdom_1_lady_6|维 拉 女 士 
trp_kingdom_1_lady_6_pl|维 拉 
trp_kingdom_1_lady_7|奥 贝 丽 娜 女 士 
trp_kingdom_1_lady_7_pl|奥 贝 丽 娜 
trp_kingdom_1_lady_8|蒂 贝 尔 女 士 
trp_kingdom_1_lady_8_pl|蒂 贝 尔 
trp_kingdom_1_lady_9|玛 盖 尔 女 士 
trp_kingdom_1_lady_9_pl|玛 盖 尔 
trp_kingdom_1_lady_10|哲 朵 莎 女 士 
trp_kingdom_1_lady_10_pl|哲 朵 莎 
trp_kingdom_1_lady_11|梅 丽 莎 女 士 
trp_kingdom_1_lady_11_pl|梅 丽 莎 
trp_kingdom_1_lady_12|依 瑞 纳 女 士 
trp_kingdom_1_lady_12_pl|依 瑞 纳 
trp_kingdom_l_lady_13|菲 丽 娜 女 士 
trp_kingdom_l_lady_13_pl|菲 丽 娜 
trp_kingdom_1_lady_14|索 娜 德 女 士 
trp_kingdom_1_lady_14_pl|索 娜 德 
trp_kingdom_1_lady_15|波 迪 拉 女 士 
trp_kingdom_1_lady_15_pl|波 迪 拉 
trp_kingdom_2_lady_1|朱 丽 莎 女 士 
trp_kingdom_2_lady_1_pl|朱 丽 莎 
trp_kingdom_2_lady_2|凯 提 亚 女 士 
trp_kingdom_2_lady_2_pl|凯 提 亚 
trp_kingdom_2_lady_3|瑟 欧 密 斯 女 士 
trp_kingdom_2_lady_3_pl|瑟 欧 密 斯 
trp_kingdom_2_lady_4|德 瑞 娜 女 士 
trp_kingdom_2_lady_4_pl|德 瑞 娜 
trp_kingdom_2_lady_5|内 莎 女 士 
trp_kingdom_2_lady_5_pl|内 莎 
trp_kingdom_2_lady_6|塔 芭 提 女 士 
trp_kingdom_2_lady_6_pl|塔 芭 提 
trp_kingdom_2_lady_7|佩 尔 卡 女 士 
trp_kingdom_2_lady_7_pl|佩 尔 卡 
trp_kingdom_2_lady_8|海 瑞 丝 女 士 
trp_kingdom_2_lady_8_pl|海 瑞 丝 
trp_kingdom_2_lady_9|法 耶 女 士 
trp_kingdom_2_lady_9_pl|法 耶 
trp_kingdom_2_lady_10|约 卡 女 士 
trp_kingdom_2_lady_10_pl|约 卡 
trp_kingdom_2_lady_11|特 吉 娜 女 士 
trp_kingdom_2_lady_11_pl|特 吉 娜 
trp_kingdom_2_lady_12|奥 克 莎 女 士 
trp_kingdom_2_lady_12_pl|奥 克 莎 
trp_kingdom_2_lady_13|玛 塔 女 士 
trp_kingdom_2_lady_13_pl|玛 塔 
trp_kingdom_2_lady_14|安 吉 丽 娜 女 士 
trp_kingdom_2_lady_14_pl|安 吉 丽 娜 
trp_kingdom_2_lady_15|瑟 帕 纳 女 士 
trp_kingdom_2_lady_15_pl|瑟 帕 纳 
trp_kingdom_3_lady_1|保 格 女 士 
trp_kingdom_3_lady_1_pl|保 格 
trp_kingdom_3_lady_2|图 安 女 士 
trp_kingdom_3_lady_2_pl|图 安 
trp_kingdom_3_lady_3|玛 拉 兹 女 士 
trp_kingdom_3_lady_3_pl|玛 拉 兹 
trp_kingdom_3_lady_4|艾 苏 女 士 
trp_kingdom_3_lady_4_pl|艾 苏 
trp_kingdom_3_lady_5|拉 薇 女 士 
trp_kingdom_3_lady_5_pl|拉 薇 
trp_kingdom_3_lady_6|露 哈 女 士 
trp_kingdom_3_lady_6_pl|露 哈 
trp_kingdom_3_lady_7|科 迪 娜 女 士 
trp_kingdom_3_lady_7_pl|科 迪 娜 
trp_kingdom_3_lady_8|科 菲 女 士 
trp_kingdom_3_lady_8_pl|科 菲 
trp_kingdom_3_lady_9|尼 瑞 兹 女 士 
trp_kingdom_3_lady_9_pl|尼 瑞 兹 
trp_kingdom_3_lady_10|杜 露 女 士 
trp_kingdom_3_lady_10_pl|杜 露 
trp_kingdom_3_lady_11|舍 丽 科 女 士 
trp_kingdom_3_lady_11_pl|舍 丽 科 
trp_kingdom_3_lady_12|塔 拉 塔 女 士 
trp_kingdom_3_lady_12_pl|塔 拉 塔 
trp_kingdom_3_lady_13|雅 斯 瑞 女 士 
trp_kingdom_3_lady_13_pl|雅 斯 瑞 
trp_kingdom_3_lady_14|娜 哈 女 士 
trp_kingdom_3_lady_14_pl|娜 哈 
trp_kingdom_3_lady_15|泽 努 女 士 
trp_kingdom_3_lady_15_pl|泽 努 
trp_kingdom_3_lady_16|阿 吉 斯 女 士 
trp_kingdom_3_lady_16_pl|泽 努 
trp_kingdom_3_lady_17|安 亚 汗 女 士 
trp_kingdom_3_lady_17_pl|安 亚 汗 
trp_kingdom_3_lady_18|库 塔 拉 女 士 
trp_kingdom_3_lady_18_pl|库 塔 拉 
trp_kingdom_3_lady_19|辛 黛 尔 女 士 
trp_kingdom_3_lady_19_pl|辛 黛 尔 
trp_kingdom_3_lady_20|玛 歇 特 女 士 
trp_kingdom_3_lady_20_pl|玛 歇 特 
trp_kingdom_3_lady_21|Lady Odtsetseg{***}
trp_kingdom_3_lady_21_pl|Odtsetseg{***}
trp_kingdom_3_lady_22|Lady Bayarmaa{***}
trp_kingdom_3_lady_22_pl|Bayarmaa{***}
trp_kingdom_3_lady_23|Lady Batuldzii{***}
trp_kingdom_3_lady_23_pl|Batuldzii{***}
trp_kingdom_3_lady_24|Lady Oyunbileg{***}
trp_kingdom_3_lady_24_pl|Oyunbileg{***}
trp_kingdom_3_lady_25|Lady Bolorerdene{***}
trp_kingdom_3_lady_25_pl|Bolorerdene{***}
trp_kingdom_4_lady_1|佳 德 丝 女 士 
trp_kingdom_4_lady_1_pl|佳 德 丝 
trp_kingdom_4_lady_2|米 艾 女 士 
trp_kingdom_4_lady_2_pl|米 艾 
trp_kingdom_4_lady_3|卓 娜 女 士 
trp_kingdom_4_lady_3_pl|卓 娜 
trp_kingdom_4_lady_4|纲 德 女 士 
trp_kingdom_4_lady_4_pl|纲 德 
trp_kingdom_4_lady_5|罗 卡 女 士 
trp_kingdom_4_lady_5_pl|罗 卡 
trp_kingdom_4_lady_6|波 瑞 女 士 
trp_kingdom_4_lady_6_pl|波 瑞 
trp_kingdom_4_lady_7|伊 瑞 女 士 
trp_kingdom_4_lady_7_pl|伊 瑞 
trp_kingdom_4_lady_8|Ingefredr Nielsdotter{***}
trp_kingdom_4_lady_8_pl|Ingefredr Nielsdotter{***}
trp_kingdom_4_lady_9|辛 德 女 士 
trp_kingdom_4_lady_9_pl|辛 德 
trp_kingdom_4_lady_10|Margrettæ aff Pomerania{***}
trp_kingdom_4_lady_10_pl|Margrettæ aff Pomerania{***}
trp_kingdom_4_lady_11|赫 亚 丝 女 士 
trp_kingdom_4_lady_11_pl|赫 亚 丝 
trp_kingdom_4_lady_12|Cecellie Niellsdotter{***}
trp_kingdom_4_lady_12_pl|Cecellie Niellsdotter{***}
trp_kingdom_4_lady_13|Ingeburgh aff Holsteinælandæ{***}
trp_kingdom_4_lady_13_pl|Ingeburgh aff Holsteinælandæ{***}
trp_kingdom_4_lady_14|卡 特 丽 女 士 
trp_kingdom_4_lady_14_pl|卡 特 丽 
trp_kingdom_4_lady_15|Marianne Petrsdotter Strange{***}
trp_kingdom_4_lady_15_pl|Marianne Petrsdotter Strange{***}
trp_kingdom_5_lady_1|布 瑞 娜 女 士 
trp_kingdom_5_lady_1_pl|布 瑞 娜 
trp_kingdom_5_lady_2|阿 琳 娜 女 士 
trp_kingdom_5_lady_2_pl|阿 琳 娜 
trp_kingdom_5_lady_3|阿 拉 丝 女 士 
trp_kingdom_5_lady_3_pl|阿 拉 丝 
trp_kingdom_5_lady_4|瑞 德 女 士 
trp_kingdom_5_lady_4_pl|瑞 德 
trp_kingdom_5_lady_5|Lady Radochna{***}
trp_kingdom_5_lady_5_pl|Radochna{***}
trp_kingdom_5_lady_6|Lady Boguwola{***}
trp_kingdom_5_lady_6_pl|Boguwola{***}
trp_kingdom_5_lady_7|Lady Bolemira{***}
trp_kingdom_5_lady_7_pl|Bolemira{***}
trp_kingdom_5_lady_8|Lady Ciecirada{***}
trp_kingdom_5_lady_8_pl|Ciecirada{***}
trp_kingdom_5_lady_9|Lady Dobrawa{***}
trp_kingdom_5_lady_9_pl|Dobrawa{***}
trp_kingdom_5_lady_10|Lady Dobrogniewa{***}
trp_kingdom_5_lady_10_pl|Dobrogniewa{***}
trp_kingdom_5_lady_11|Lady Dobrowoja{***}
trp_kingdom_5_lady_11_pl|Dobrowoja{***}
trp_kingdom_5_lady_12|Lady Godzimira{***}
trp_kingdom_5_lady_12_pl|Godzimira{***}
trp_kingdom_5_lady_13|Lady Imisława{***}
trp_kingdom_5_lady_13_pl|Imisława{***}
trp_kingdom_5_lady_14|Lady Jaromira{***}
trp_kingdom_5_lady_14_pl|Jaromira{***}
trp_kingdom_5_lady_15|Lady Kazimiera{***}
trp_kingdom_5_lady_15_pl|Kazimiera{***}
trp_kingdom_6_lady_1|Lady Anna
trp_kingdom_6_lady_1_pl|Anna
trp_kingdom_6_lady_2|Lady Nelda
trp_kingdom_6_lady_2_pl|Nelda
trp_kingdom_6_lady_3|Lady Bela
trp_kingdom_6_lady_3_pl|Bela
trp_kingdom_6_lady_4|Lady Elina
trp_kingdom_6_lady_4_pl|Elina
trp_kingdom_6_lady_5|Lady Constanis
trp_kingdom_6_lady_5_pl|Constanis
trp_kingdom_6_lady_6|Lady Vera
trp_kingdom_6_lady_6_pl|Vera
trp_kingdom_6_lady_7|Lady Auberina
trp_kingdom_6_lady_7_pl|Auberina
trp_kingdom_6_lady_8|Lady Tibal
trp_kingdom_6_lady_8_pl|Tibal
trp_kingdom_6_lady_9|Lady Magar
trp_kingdom_6_lady_9_pl|Magar
trp_kingdom_6_lady_10|Lady Thedosa
trp_kingdom_6_lady_10_pl|Thedosa
trp_kingdom_6_lady_11|Lady Melisar
trp_kingdom_6_lady_11_pl|Melisar
trp_kingdom_6_lady_12|Lady Irena
trp_kingdom_6_lady_12_pl|Irena
trp_kingdom_6_lady_13|Lady Philenna
trp_kingdom_6_lady_13_pl|Philenna
trp_kingdom_6_lady_14|Lady Sonadel
trp_kingdom_6_lady_14_pl|Sonadel
trp_kingdom_6_lady_15|Lady Boadila
trp_kingdom_6_lady_15_pl|Boadila
trp_kingdom_6_lady_16|Lady Elys
trp_kingdom_6_lady_16_pl|Elys
trp_kingdom_6_lady_17|Lady Johana
trp_kingdom_6_lady_17_pl|Johana
trp_kingdom_6_lady_18|Lady Bernatys
trp_kingdom_6_lady_18_pl|Bernatys
trp_kingdom_6_lady_19|Lady Enricata
trp_kingdom_6_lady_19_pl|Enricata
trp_kingdom_6_lady_20|Lady Gaeta
trp_kingdom_6_lady_20_pl|Gaeta
trp_kingdom_7_lady_1|Lady Adrienn
trp_kingdom_7_lady_1_pl|Adrienn
trp_kingdom_7_lady_2|Lady Agi{***}
trp_kingdom_7_lady_2_pl|Agi{***}
trp_kingdom_7_lady_3|Lady Emese{***}
trp_kingdom_7_lady_3_pl|Emese{***}
trp_kingdom_7_lady_4|Lady Eniko{***}
trp_kingdom_7_lady_4_pl|Eniko{***}
trp_kingdom_7_lady_5|Lady Dorottya{***}
trp_kingdom_7_lady_5_pl|Dorottya{***}
trp_kingdom_7_lady_6|Lady Fruzsina{***}
trp_kingdom_7_lady_6_pl|Fruzsina{***}
trp_kingdom_7_lady_7|Lady Gyongyi{***}
trp_kingdom_7_lady_7_pl|Gyongyi{***}
trp_kingdom_7_lady_8|Lady Hajnal{***}
trp_kingdom_7_lady_8_pl|Hajnal{***}
trp_kingdom_7_lady_9|Lady Ilona{***}
trp_kingdom_7_lady_9_pl|Ilona{***}
trp_kingdom_7_lady_10|Lady Krisztina{***}
trp_kingdom_7_lady_10_pl|Krisztina{***}
trp_kingdom_7_lady_11|Lady Magdolna{***}
trp_kingdom_7_lady_11_pl|Magdolna{***}
trp_kingdom_7_lady_12|Lady Orsolya{***}
trp_kingdom_7_lady_12_pl|Orsolya{***}
trp_kingdom_7_lady_13|Lady Csilla{***}
trp_kingdom_7_lady_13_pl|Csilla{***}
trp_kingdom_7_lady_14|Lady Eneh{***}
trp_kingdom_7_lady_14_pl|Eneh{***}
trp_kingdom_7_lady_15|Lady Franciska{***}
trp_kingdom_7_lady_15_pl|Franciska{***}
trp_kingdom_8_lady_1|Lady Alyona{***}
trp_kingdom_8_lady_1_pl|Alyona{***}
trp_kingdom_8_lady_2|Lady Alya{***}
trp_kingdom_8_lady_2_pl|Alya{***}
trp_knight_8_lady_3|Lady Galina{***}
trp_knight_8_lady_3_pl|Galina{***}
trp_knight_8_lady_4|Lady Irina{***}
trp_knight_8_lady_4_pl|Irina{***}
trp_kingdom_8_lady_5|Lady Larissa{***}
trp_kingdom_8_lady_5_pl|Larissa{***}
trp_lord_9_wife|Queen Eleanor of Provence{***}
trp_lord_9_wife_pl|lord 9 wife{***}
trp_knight_9_1_wife|Princess Eleanor of England{***}
trp_knight_9_1_wife_pl|knight 9 1 wife{***}
trp_knight_9_2_wife|Lady Joan de Munchensy, Countess of Pembroke{***}
trp_knight_9_2_wife_pl|knight 9 2 wife{***}
trp_knight_9_5_wife|Lady Maud de Lacy{***}
trp_knight_9_5_wife_pl|knight 9 5 wife{***}
trp_knight_9_6_wife|Lady Maud de Braose{***}
trp_knight_9_6_wife_pl|knight 9 6 wife{***}
trp_knight_9_10_wife|Lady Alice le Brun de Lusignan{***}
trp_knight_9_10_wife_pl|knight 9 10 wife{***}
trp_knight_9_12_wife|Lady Avita of Savoy{***}
trp_knight_9_12_wife_pl|knight 9 12 wife{***}
trp_kingdom_9_lady_8|Lady Clara{***}
trp_kingdom_9_lady_8_pl|Clara{***}
trp_kingdom_9_lady_9|Lady Crystina{***}
trp_kingdom_9_lady_9_pl|Crystina{***}
trp_kingdom_9_lady_10|Lady Diana{***}
trp_kingdom_9_lady_10_pl|Diana{***}
trp_kingdom_9_lady_11|Lady Ebeta{***}
trp_kingdom_9_lady_11_pl|Ebeta{***}
trp_kingdom_9_lady_12|Lady Felicia{***}
trp_kingdom_9_lady_12_pl|Felicia{***}
trp_kingdom_9_lady_13|Lady Helen{***}
trp_kingdom_9_lady_13_pl|Helen{***}
trp_kingdom_9_lady_14|Lady Gunnild{***}
trp_kingdom_9_lady_14_pl|Gunnild{***}
trp_kingdom_9_lady_15|Lady Gunora{***}
trp_kingdom_9_lady_15_pl|Gunora{***}
trp_kingdom_9_lady_16|Lady Harsent{***}
trp_kingdom_9_lady_16_pl|Harsent{***}
trp_kingdom_9_lady_17|Lady Isabel{***}
trp_kingdom_9_lady_17_pl|Isabel{***}
trp_kingdom_9_lady_18|Lady Isolda{***}
trp_kingdom_9_lady_18_pl|Isolda{***}
trp_kingdom_9_lady_19|Lady Matildis{***}
trp_kingdom_9_lady_19_pl|Matildis{***}
trp_kingdom_9_lady_20|Lady Quynel{***}
trp_kingdom_9_lady_20_pl|Quynel{***}
trp_kingdom_10_lady_1|Lady Adalgardis{***}
trp_kingdom_10_lady_1_pl|Adalgardis{***}
trp_kingdom_10_lady_2|Lady Adelaidis{***}
trp_kingdom_10_lady_2_pl|Adelaidis{***}
trp_kingdom_10_lady_3|Lady Aaline{***}
trp_kingdom_10_lady_3_pl|Aaline{***}
trp_kingdom_10_lady_4|Lady Adelie{***}
trp_kingdom_10_lady_4_pl|Adelie{***}
trp_kingdom_10_lady_5|Lady Agace{***}
trp_kingdom_10_lady_5_pl|Agace{***}
trp_kingdom_10_lady_6|Lady Alainne{***}
trp_kingdom_10_lady_6_pl|Alainne{***}
trp_kingdom_10_lady_7|Lady Cateline{***}
trp_kingdom_10_lady_7_pl|Cateline{***}
trp_kingdom_10_lady_8|Lady Clarice{***}
trp_kingdom_10_lady_8_pl|Clarice{***}
trp_kingdom_10_lady_9|Lady Dane{***}
trp_kingdom_10_lady_9_pl|Dane{***}
trp_kingdom_10_lady_10|Lady Edeline{***}
trp_kingdom_10_lady_10_pl|Edeline{***}
trp_kingdom_10_lady_11|Lady Elainne{***}
trp_kingdom_10_lady_11_pl|Elainne{***}
trp_kingdom_10_lady_12|Lady Farine{***}
trp_kingdom_10_lady_12_pl|Farine{***}
trp_kingdom_10_lady_13|Lady Florie{***}
trp_kingdom_10_lady_13_pl|Florie{***}
trp_kingdom_10_lady_14|Lady Isabelot{***}
trp_kingdom_10_lady_14_pl|Isabelot{***}
trp_kingdom_10_lady_15|Lady Jaqueline{***}
trp_kingdom_10_lady_15_pl|Jaqueline{***}
trp_kingdom_10_lady_16|Lady Jehenne{***}
trp_kingdom_10_lady_16_pl|Jehenne{***}
trp_kingdom_10_lady_17|Lady Jivete{***}
trp_kingdom_10_lady_17_pl|Jivete{***}
trp_kingdom_10_lady_18|Lady Lore{***}
trp_kingdom_10_lady_18_pl|Lore{***}
trp_kingdom_10_lady_19|Lady Lorete{***}
trp_kingdom_10_lady_19_pl|Lorete{***}
trp_kingdom_10_lady_20|Lady Lyonnete{***}
trp_kingdom_10_lady_20_pl|Lyonnete{***}
trp_kingdom_11_lady_1|Margretu Drottning Skulesdotter{***}
trp_kingdom_11_lady_1_pl|Margretu Drottning Skulesdotter{***}
trp_kingdom_11_lady_2|Inngibiargar Bårdsdotter{***}
trp_kingdom_11_lady_2_pl|Inngibiargar Bårdsdotter{***}
trp_kingdom_11_lady_3|Lady Ragnfriðr{***}
trp_kingdom_11_lady_3_pl|Ragnfriðr{***}
trp_kingdom_11_lady_4|Lady Kristin{***}
trp_kingdom_11_lady_4_pl|Kristin{***}
trp_kingdom_11_lady_5|Lady Agnes{***}
trp_kingdom_11_lady_5_pl|Agnes{***}
trp_kingdom_11_lady_6|Lady Mectilde{***}
trp_kingdom_11_lady_6_pl|Mectilde{***}
trp_kingdom_11_lady_7|Lady Bergdir{***}
trp_kingdom_11_lady_7_pl|Bergdir{***}
trp_kingdom_11_lady_8|Lady Ingefredr{***}
trp_kingdom_11_lady_8_pl|Ingefredr{***}
trp_kingdom_11_lady_9|Lady Sofie{***}
trp_kingdom_11_lady_9_pl|Sofie{***}
trp_kingdom_11_lady_10|Lady Ingeburgh{***}
trp_kingdom_11_lady_10_pl|Ingeburgh{***}
trp_kingdom_11_lady_11|Lady Erica{***}
trp_kingdom_11_lady_11_pl|Erica{***}
trp_kingdom_11_lady_12|Lady Freya{***}
trp_kingdom_11_lady_12_pl|Freya{***}
trp_kingdom_11_lady_13|Lady Frika{***}
trp_kingdom_11_lady_13_pl|Frika{***}
trp_kingdom_11_lady_14|Lady Froujke{***}
trp_kingdom_11_lady_14_pl|Froujke{***}
trp_kingdom_11_lady_15|Lady Gala{***}
trp_kingdom_11_lady_15_pl|Gala{***}
trp_kingdom_11_lady_16|Lady Gjalp{***}
trp_kingdom_11_lady_16_pl|Gjalp{***}
trp_kingdom_11_lady_17|Lady Hakan{***}
trp_kingdom_11_lady_17_pl|Hakan{***}
trp_kingdom_11_lady_18|Lady Halla{***}
trp_kingdom_11_lady_18_pl|Halla{***}
trp_kingdom_11_lady_19|Lady Ingeborg{***}
trp_kingdom_11_lady_19_pl|Ingeborg{***}
trp_kingdom_11_lady_20|Lady Afrid{***}
trp_kingdom_11_lady_20_pl|Afrid{***}
trp_kingdom_12_lady_1|Christiana de Brus{***}
trp_kingdom_12_lady_1_pl|Christiana de Brus{***}
